token,token_type,frequency,mean_ig,mean_abs_ig
RXNORM:705129,RXNORM,8,0.1258052196353674,0.5946099516004324
ICD10CM:Z68.41,ICD10CM,1,-0.591933012008667,0.591933012008667
ICD10CM:410620009,ICD10CM,63,-0.5443006127865778,0.591160397370538
SNOMED:305428000,SNOMED,4,-0.5768331773579121,0.5768331773579121
ICD10CM:G30.0,ICD10CM,4,0.14137417078018188,0.5762142837047577
ICD10CM:K64.4,ICD10CM,14,-0.5752719640731812,0.5752719640731812
RXNORM:1049630,RXNORM,1,-0.5715399980545044,0.5715399980545044
ICD10CM:E78.1,ICD10CM,5,0.34687909558415414,0.5650243349373341
SNOMED:80146002,SNOMED,5,-0.5590764850378036,0.5590764850378036
ICD10CM:714628002,ICD10CM,14,-0.5271965665742755,0.5419152822079403
RXNORM:1870230,RXNORM,1,-0.5408288240432739,0.5408288240432739
ICD10CM:P90,ICD10CM,43,-0.4816903121509524,0.5309931375086308
ICD10CM:T74.91X?,ICD10CM,14,-0.4808928593993187,0.530540586582252
ICD10CM:S06.00,ICD10CM,32,-0.47560100705595687,0.5221314647351392
SNOMED:171207006,SNOMED,1616,-0.3592031293716927,0.5197860950213341
ICD10CM:160903007,ICD10CM,195,-0.4539219924487556,0.5128124288092248
ICD10CM:S62.90X?,ICD10CM,1,-0.5125210285186768,0.5125210285186768
ICD10CM:G53,ICD10CM,1,-0.5115695595741272,0.5115695595741272
ICD10CM:Z76.89,ICD10CM,915,-0.45316647041507596,0.5110781595212677
RXNORM:1807510,RXNORM,2,-0.5093390643596649,0.5093390643596649
RXNORM:896006,RXNORM,4,-0.5063513964414597,0.5063513964414597
SNOMED:183856001,SNOMED,2,-0.3159143775701523,0.5050242692232132
ICD10CM:K12.2,ICD10CM,6,-0.5030988976359367,0.5030988976359367
ICD10CM:314529007,ICD10CM,915,-0.44676972266052506,0.5018479417536225
RXNORM:197591,RXNORM,31,-0.46203725682871954,0.499370479355416
ICD10CM:I25.9,ICD10CM,26,-0.3088733662779515,0.495812201156066
RXNORM:1723208,RXNORM,1,0.4922983646392822,0.4922983646392822
ICD10CM:I35.0,ICD10CM,8,-0.4470290020108223,0.4874391555786133
ICD10CM:423315002,ICD10CM,32,0.13544779780204408,0.4855433097400237
SNOMED:713106006,SNOMED,562,-0.4681103666109162,0.4823320525544248
ICD10CM:T74.9,ICD10CM,14,-0.4516235238739422,0.47422911918589045
SNOMED:183450002,SNOMED,2,0.46673544496297836,0.46673544496297836
RXNORM:748962,RXNORM,32,-0.07806481246370822,0.4633876149309799
RXNORM:562251,RXNORM,63,0.15040648929656497,0.46324161386915613
ICD10CM:Z56.0,ICD10CM,38,-0.4290258124176609,0.4596040167012497
SNOMED:430701006,SNOMED,3,-0.08049205938975017,0.4579860766728719
RXNORM:1648755,RXNORM,5,-0.4562998503446579,0.4562998503446579
ICD10CM:M17.10,ICD10CM,6,-0.018764254947503407,0.45542537917693454
SNOMED:710824005,SNOMED,1824,-0.3379091957796941,0.4547655912825384
RXNORM:1605257,RXNORM,19,0.15459869723570974,0.4513153010293057
SNOMED:301807007,SNOMED,39,-0.3599894618711028,0.4511063961216655
SNOMED:713024005,SNOMED,1,-0.4465569853782654,0.4465569853782654
SNOMED:88039007,SNOMED,2,-0.44434913992881775,0.44434913992881775
ICD10CM:M19.049,ICD10CM,3,-0.444191853205363,0.444191853205363
RXNORM:308182,RXNORM,9,-0.4441092246108585,0.4441092246108585
SNOMED:46706006,SNOMED,34,0.27825592326767307,0.44109758340260563
ICD10CM:E78.5,ICD10CM,100,-0.3755658025573939,0.44012124120257795
RXNORM:1860154,RXNORM,26,0.4328897871578542,0.4333362259472219
RXNORM:866412,RXNORM,8,-0.2766541880555451,0.4323310018517077
RXNORM:831533,RXNORM,27,-0.2036934428744846,0.4311780035495758
RXNORM:1856546,RXNORM,15,-0.21084261337916058,0.4299612998962402
SNOMED:306206005,SNOMED,3,0.2532183825969696,0.4275389810403188
ICD10CM:M91.0,ICD10CM,1,-0.42729318141937256,0.42729318141937256
ICD10CM:162673000,ICD10CM,155,-0.31761182587473624,0.42583884916478587
ICD10CM:Y07.04,ICD10CM,14,-0.4040934999606439,0.42339514861149447
ICD10CM:R41.0,ICD10CM,9,0.2494121744400925,0.4229520430995358
RXNORM:745752,RXNORM,29,-0.09530672379608812,0.42064522309549923
RXNORM:308971,RXNORM,21,-0.3598812912546453,0.41868647950745763
ICD10CM:384709000,ICD10CM,27,-0.3664021118095628,0.4181055488685767
ICD10CM:E11.41,ICD10CM,1,-0.4169656038284302,0.4169656038284302
RXNORM:978950,RXNORM,22,-0.3308477812361988,0.4166716383770108
SNOMED:762993000,SNOMED,1,-0.41569745540618896,0.41569745540618896
SNOMED:370995009,SNOMED,11,0.11322189596566287,0.4127776582132686
ICD10CM:I10,ICD10CM,126,-0.3340442979131781,0.4071364220128291
SNOMED:866148006,SNOMED,532,0.2554660369353229,0.4023559989882073
ICD10CM:I35.1,ICD10CM,1,0.3970401883125305,0.3970401883125305
ICD10CM:T74.22X?,ICD10CM,14,-0.39584478948797497,0.3961964776473386
RXNORM:757594,RXNORM,35,-0.23785076102774058,0.39473301548776885
RXNORM:861467,RXNORM,6,-0.39361949265003204,0.39361949265003204
RXNORM:1659263,RXNORM,3,-0.3931550780932109,0.3931550780932109
ICD10CM:T74.31X?,ICD10CM,14,-0.3576044387051037,0.3927434714777129
ICD10CM:R56.9,ICD10CM,43,0.16598137927263282,0.39037432772822156
RXNORM:1732186,RXNORM,3,-0.38964887460072833,0.38964887460072833
ICD10CM:E66.9,ICD10CM,33,-0.21350179686013496,0.3873268742340081
SNOMED:1290459008,SNOMED,3,-0.03929860393206278,0.3870560626188914
ICD10CM:S72.009?,ICD10CM,1,-0.38401734828948975,0.38401734828948975
ICD10CM:741062008,ICD10CM,84,-0.2946321146695742,0.3838673494312735
ICD10CM:T50.9,ICD10CM,49,0.002572504157314495,0.3835900108881143
ICD10CM:J01.9,ICD10CM,286,-0.3764758277619323,0.3834060586637238
ICD10CM:224299000,ICD10CM,2,0.06525395810604095,0.38338078558444977
ICD10CM:S06.0X0?,ICD10CM,26,-0.3543927222848512,0.3823763642531748
ICD10CM:R06.00,ICD10CM,1,-0.37909746170043945,0.37909746170043945
ICD10CM:Z60.8,ICD10CM,72,-0.2531810287101608,0.3784280228816594
RXNORM:748879,RXNORM,10,-0.17471539750695228,0.37529990524053575
RXNORM:1049625,RXNORM,81,-0.29427868495752785,0.3698269932726283
ICD10CM:K64.9,ICD10CM,14,-0.36955264317137854,0.36955264317137854
ICD10CM:160904001,ICD10CM,147,-0.28964818255076197,0.3659263566820597
ICD10CM:160968000,ICD10CM,5,-0.3652571465820074,0.3652571465820074
ICD10CM:J32.9,ICD10CM,292,-0.33251863427313477,0.36484636760106287
SNOMED:116861002,SNOMED,1,0.36364394426345825,0.36364394426345825
RXNORM:313782,RXNORM,114,-0.0922108736918553,0.36218292562683163
ICD10CM:62106007,ICD10CM,9,0.17729180182019869,0.36083197386728394
ICD10CM:S52.90X?,ICD10CM,5,-0.12941808700561525,0.3553187847137451
ICD10CM:K04.7,ICD10CM,6,-0.3543386509021123,0.3543386509021123
ICD10CM:F00.0,ICD10CM,4,0.14305207878351212,0.35397081822156906
ICD10CM:T14.20,ICD10CM,13,-0.2666798084974289,0.35224585235118866
SNOMED:430193006,SNOMED,1056,-0.09425989684567673,0.35170565934227355
RXNORM:857005,RXNORM,5,0.010617083311080933,0.35125502943992615
RXNORM:314231,RXNORM,93,-0.2512027243632943,0.3511045830003837
ICD10CM:73595000,ICD10CM,80,-0.29847603432135655,0.3492624518577941
RXNORM:1000126,RXNORM,53,-0.11765382175316226,0.3486818578094244
SNOMED:713026007,SNOMED,5,0.19111407697200775,0.3486401230096817
SNOMED:79345008,SNOMED,1,0.3440554141998291,0.3440554141998291
ICD10CM:J03.90,ICD10CM,158,-0.2729539762035932,0.3434690953441601
SNOMED:384700001,SNOMED,8,-0.3398350424831733,0.3428047733614221
RXNORM:854252,RXNORM,2,-0.3424886167049408,0.3424886167049408
RXNORM:197541,RXNORM,1,0.3412637710571289,0.3412637710571289
ICD10CM:T14.1,ICD10CM,35,-0.0701894380950502,0.3411386515679104
ICD10CM:706893006,ICD10CM,14,-0.3237801172903606,0.33934010033096584
RXNORM:245134,RXNORM,68,-0.18156913522740498,0.3393212541773477
SNOMED:103697008,SNOMED,999,0.160362964336834,0.3368322480853565
RXNORM:106258,RXNORM,4,-0.3300493322312832,0.3342430032789707
RXNORM:1534809,RXNORM,10,0.2564418029040098,0.3337640006095171
SNOMED:133899007,SNOMED,19,-0.16362555648543334,0.3313911385638149
SNOMED:23426006,SNOMED,59,-0.2795888150142411,0.3301086762951592
ICD10CM:Z72.1,ICD10CM,7,-0.3268423014586525,0.3268423014586525
ICD10CM:S43.4,ICD10CM,4,-0.3267168290913105,0.3267168290913105
ICD10CM:E11.40,ICD10CM,1,-0.32671624422073364,0.32671624422073364
SNOMED:698560000,SNOMED,4,-0.3261863887310028,0.3261863887310028
ICD10CM:A54.0,ICD10CM,24,-0.3204200230150794,0.3229174127724643
ICD10CM:Z59.1,ICD10CM,1,0.3212948441505432,0.3212948441505432
ICD10CM:B96.89,ICD10CM,24,-0.31934050579244894,0.32100806493933004
ICD10CM:A54.01,ICD10CM,24,-0.31934638336921733,0.31934638336921733
RXNORM:235389,RXNORM,19,-0.1819223541962473,0.3171060893096422
SNOMED:448337001,SNOMED,2,0.31686099618673325,0.31686099618673325
ICD10CM:L25.9,ICD10CM,8,-0.28148322831839323,0.315622097812593
ICD10CM:840544004,ICD10CM,15,-0.31273618116974833,0.3152780217429002
ICD10CM:M17.9,ICD10CM,6,-0.03623541072010994,0.3137539637585481
ICD10CM:J03.01,ICD10CM,38,-0.3068227369926478,0.3120796564770372
ICD10CM:M27.3,ICD10CM,6,-0.30925265947977704,0.30925265947977704
ICD10CM:K10.3,ICD10CM,6,-0.29640826396644115,0.3079103237638871
ICD10CM:R73.0,ICD10CM,14,-0.10439730435609818,0.30779860594442915
RXNORM:198335,RXNORM,7,0.020770075265318155,0.30706198919298394
ICD10CM:S82.90X?,ICD10CM,4,0.19879789650440216,0.3069811537861824
ICD10CM:B08.8,ICD10CM,158,0.2076255285587822,0.3005710914996276
ICD10CM:25675004,ICD10CM,17,-0.2946730039685088,0.29957142149043436
SNOMED:162676008,SNOMED,37,-0.29096101493750876,0.29902630543487296
RXNORM:749762,RXNORM,16,0.2960974131128751,0.29899655241752043
RXNORM:310436,RXNORM,1,-0.2965806722640991,0.2965806722640991
ICD10CM:M27.2,ICD10CM,6,-0.29656851788361865,0.29656851788361865
RXNORM:309309,RXNORM,6,-0.1278720162808895,0.2964276683827241
SNOMED:428211000124100,SNOMED,1150,-0.08355047468045403,0.29609128912171834
SNOMED:288086009,SNOMED,35,-0.17313350258128984,0.2954755760729313
SNOMED:44608003,SNOMED,122,-0.1179897774804811,0.29416338574202333
ICD10CM:S62.80,ICD10CM,1,-0.2938786745071411,0.2938786745071411
RXNORM:896001,RXNORM,24,0.1612764978199266,0.2927222800790332
RXNORM:105078,RXNORM,2,-0.17519336938858032,0.29132547974586487
SNOMED:736169004,SNOMED,8,-0.2388369687832892,0.2910991865210235
RXNORM:200033,RXNORM,32,-0.12155547295697033,0.2875496472697705
ICD10CM:M19.04,ICD10CM,3,0.08065400024255116,0.2873786836862564
SNOMED:390791001,SNOMED,9,-0.17474467804034552,0.28694069302744335
SNOMED:243085009,SNOMED,964,-0.13732517497803381,0.2867509642841982
ICD10CM:K05.10,ICD10CM,539,-0.24474090294578113,0.28596181293896783
ICD10CM:F41.0,ICD10CM,1,0.28128647804260254,0.28128647804260254
ICD10CM:446654005,ICD10CM,1,-0.28090083599090576,0.28090083599090576
ICD10CM:Z72.89,ICD10CM,5,0.2025568813085556,0.28084135353565215
ICD10CM:M66.861,ICD10CM,1,-0.2805832326412201,0.2805832326412201
ICD10CM:E88.8,ICD10CM,8,-0.1787723950110376,0.2800492770038545
ICD10CM:H66.9,ICD10CM,11,-0.1808654803105376,0.279965388673273
RXNORM:807283,RXNORM,21,-0.1145343343239455,0.279960429650687
ICD10CM:R46.89,ICD10CM,5,-0.20538755059242247,0.279200005531311
ICD10CM:P29.2,ICD10CM,126,-0.20635514218537582,0.2791857251986152
SNOMED:763302001,SNOMED,549,0.0757315303309259,0.2790715687455294
SNOMED:22523008,SNOMED,2,0.2782510742545128,0.2782510742545128
SNOMED:232967006,SNOMED,1,-0.27680301666259766,0.27680301666259766
SNOMED:305340004,SNOMED,2,-0.2763148844242096,0.2763148844242096
SNOMED:396487001,SNOMED,1,-0.2750980257987976,0.2750980257987976
RXNORM:751905,RXNORM,15,-0.14664174020290374,0.27481344987948736
SNOMED:433236007,SNOMED,10,-0.20303198862820865,0.2730957644060254
SNOMED:91602002,SNOMED,4,-0.22583294473588467,0.27282469905912876
RXNORM:749785,RXNORM,11,0.07673256404020569,0.2715718485414982
ICD10CM:S46.029?,ICD10CM,4,-0.27128586918115616,0.27128586918115616
SNOMED:386053000,SNOMED,13,-0.1056903784091656,0.27028310986665577
SNOMED:122548005,SNOMED,4,-0.2694853935390711,0.2694853935390711
RXNORM:245314,RXNORM,216,-0.2152827205502911,0.26913894459182675
SNOMED:443497002,SNOMED,1,-0.2664905786514282,0.2664905786514282
RXNORM:1659131,RXNORM,2,-0.2661505714058876,0.2661505714058876
ICD10CM:T30.2,ICD10CM,3,0.0014131516218185425,0.26466013491153717
ICD10CM:K37,ICD10CM,5,-0.15425177216529845,0.26312456727027894
RXNORM:310965,RXNORM,20,-0.016005736496299505,0.26265720641240475
ICD10CM:B00.2,ICD10CM,158,-0.24967338482457319,0.2625994384929809
SNOMED:54550000,SNOMED,43,0.19023033333292536,0.2619282298959618
ICD10CM:J03.0,ICD10CM,38,-0.25410180585458875,0.26110484497621655
ICD10CM:M66.46,ICD10CM,1,-0.2600850462913513,0.2600850462913513
SNOMED:268533009,SNOMED,8,0.22823378071188927,0.2573791779577732
ICD10CM:T14.8XX?,ICD10CM,56,-0.22420802873758866,0.256040552947005
SNOMED:225362009,SNOMED,958,0.11921467841068177,0.25568617016294803
SNOMED:117015009,SNOMED,72,-0.20855640798496702,0.25527385547239745
SNOMED:715252007,SNOMED,126,-0.08113731365902202,0.254133349709538
ICD10CM:G63.2,ICD10CM,1,-0.2539985179901123,0.2539985179901123
SNOMED:274788003,SNOMED,958,-0.20090532654435578,0.2537454470602255
RXNORM:789980,RXNORM,3,-0.05963775763909022,0.25369561463594437
ICD10CM:B97.89,ICD10CM,250,-0.04777481821551919,0.25316047091409566
SNOMED:269911007,SNOMED,19,-0.16841419570540128,0.252609985243333
SNOMED:103750000,SNOMED,62,-0.2215719068753383,0.25208922912697157
ICD10CM:183996000,ICD10CM,20,-0.24263340812176465,0.25203666370362043
SNOMED:65200003,SNOMED,91,-0.08033156976267532,0.2503683961682267
RXNORM:996740,RXNORM,1,-0.2495032250881195,0.2495032250881195
ICD10CM:B08.5,ICD10CM,158,-0.23526702094469457,0.24946842110963374
SNOMED:73761001,SNOMED,21,-0.19802001934675945,0.24818129518202373
ICD10CM:R73.03,ICD10CM,14,-0.23730872624686786,0.247563862907035
ICD10CM:Z91.89,ICD10CM,5,0.02666741982102394,0.24485311135649682
ICD10CM:S42.009?,ICD10CM,3,-0.24484940866629282,0.24484940866629282
RXNORM:856987,RXNORM,161,-0.14160463666566503,0.24408993511663182
RXNORM:209387,RXNORM,122,0.0634638716573598,0.2427175339830459
ICD10CM:E11.49,ICD10CM,1,-0.24223142862319946,0.24223142862319946
ICD10CM:K91.841,ICD10CM,14,-0.2418078886611121,0.2418078886611121
ICD10CM:T74.32X?,ICD10CM,44,-0.15883193343920124,0.23976088733285328
RXNORM:896209,RXNORM,213,-0.1776078525217941,0.239677674235435
RXNORM:834102,RXNORM,23,-0.11225453399769637,0.2392670780258334
ICD10CM:S42.00,ICD10CM,3,-0.23757436374823251,0.23757436374823251
ICD10CM:G43.0,ICD10CM,37,-0.14005958052301729,0.23707964643836021
RXNORM:311372,RXNORM,1,-0.23650754988193512,0.23650754988193512
ICD10CM:J03.80,ICD10CM,38,-0.21410895825216644,0.23637582244057403
ICD10CM:J20.9,ICD10CM,112,-0.20431070607238716,0.23625514491245017
ICD10CM:389095005,ICD10CM,1298,-0.09373131028135438,0.2359730021160624
ICD10CM:Y07.03,ICD10CM,14,-0.22751258526529586,0.23503003269433975
ICD10CM:J03.8,ICD10CM,38,-0.21711702071326344,0.23487428943381497
RXNORM:389221,RXNORM,41,0.2160937812906213,0.23320778318476387
SNOMED:429609002,SNOMED,2,-0.2330365926027298,0.2330365926027298
ICD10CM:S63.053?,ICD10CM,1,-0.23283454775810242,0.23283454775810242
SNOMED:449214001,SNOMED,3,0.23229599992434183,0.23229599992434183
ICD10CM:O9A.219,ICD10CM,14,-0.22822748011510288,0.23010990988197072
ICD10CM:J01.90,ICD10CM,286,-0.2128843003037301,0.22905829192588587
ICD10CM:J03.9,ICD10CM,158,0.03609615854058368,0.22896586097717944
SNOMED:1260010008,SNOMED,958,-0.16498465310307783,0.2283356652735093
ICD10CM:E11.44,ICD10CM,1,-0.22807347774505615,0.22807347774505615
SNOMED:710841007,SNOMED,912,-0.023553386281076984,0.22797287210950776
RXNORM:351109,RXNORM,54,-0.09645035317926495,0.22794804215017292
ICD10CM:N30.0,ICD10CM,24,-0.22138355718925595,0.22583894322936734
RXNORM:204892,RXNORM,19,0.17431313387657466,0.22563079117160095
RXNORM:1367439,RXNORM,15,-0.20498777876297633,0.2253738467892011
ICD10CM:S19.9,ICD10CM,5,-0.22530021890997887,0.22530021890997887
ICD10CM:Z60.4,ICD10CM,30,-0.03712024353444576,0.2252828041712443
ICD10CM:D64.9,ICD10CM,48,-0.21443726615204164,0.2245575652535384
ICD10CM:J43.9,ICD10CM,9,-0.19531438354816702,0.22390149720013142
ICD10CM:S82.80,ICD10CM,4,0.09197971550747752,0.2234879289753735
SNOMED:14768001,SNOMED,37,-0.15769621679509008,0.22320551636653976
SNOMED:241615005,SNOMED,1,0.22210079431533813,0.22210079431533813
ICD10CM:Z20.822,ICD10CM,15,-0.016543293247620265,0.22197243894139926
RXNORM:1366343,RXNORM,2,0.19439653772860765,0.2218643007799983
ICD10CM:R45.7,ICD10CM,80,-0.05409739080350846,0.21964670687448234
SNOMED:432231006,SNOMED,4,0.15520307794213295,0.21945950761437416
ICD10CM:R56.8,ICD10CM,43,0.006704874986479449,0.21921102654968583
ICD10CM:N30.00,ICD10CM,24,-0.06415258309183021,0.2191524785788109
SNOMED:168594001,SNOMED,3,-0.21852192282676697,0.21852192282676697
ICD10CM:43878008,ICD10CM,38,-0.16776895724040897,0.21811059582978487
ICD10CM:48333001,ICD10CM,8,-0.21703163883648813,0.21755775646306574
RXNORM:1359133,RXNORM,3,-0.08136683702468872,0.21728787819544473
RXNORM:895996,RXNORM,67,0.1676993028733379,0.21370564364313857
RXNORM:197511,RXNORM,2,-0.21360734850168228,0.21360734850168228
SNOMED:52765003,SNOMED,3,-0.2129018803437551,0.2129018803437551
ICD10CM:S06.0X9?,ICD10CM,6,0.18839657555023828,0.21235532934466997
ICD10CM:45595009,ICD10CM,1,-0.2123032808303833,0.2123032808303833
SNOMED:287664005,SNOMED,8,0.21214860258623958,0.21214860258623958
ICD10CM:P25.8,ICD10CM,9,-0.16146766973866356,0.21147299971845415
ICD10CM:A38.9,ICD10CM,38,-0.1583902389791451,0.21061708336990131
ICD10CM:S86.8,ICD10CM,1,-0.2104722559452057,0.2104722559452057
ICD10CM:P54.2,ICD10CM,14,-0.17867375537753105,0.20947071271283285
ICD10CM:B34.9,ICD10CM,250,-0.10981891146861017,0.2092681935261935
SNOMED:169230002,SNOMED,178,-0.2064369363877713,0.2086390842777792
SNOMED:236931002,SNOMED,1,0.2082141637802124,0.2082141637802124
RXNORM:313988,RXNORM,61,-0.08414353218051743,0.2071660107123803
ICD10CM:J02.9,ICD10CM,158,-0.1171869380322957,0.20614481999397372
SNOMED:440546007,SNOMED,3,-0.20606228709220886,0.20606228709220886
ICD10CM:Z95.818,ICD10CM,7,-0.20594990280057704,0.20594990280057704
SNOMED:81733005,SNOMED,166,-0.041968887029440106,0.20529358388844832
SNOMED:183519002,SNOMED,13,-0.1617316328562223,0.20462789099950057
SNOMED:1259293006,SNOMED,100,-0.10629887875169515,0.20450788512825965
ICD10CM:M23.50,ICD10CM,3,-0.12230500827232997,0.20434882988532385
SNOMED:370789001,SNOMED,20,-0.17065421370789408,0.20423491569235921
ICD10CM:O08.6,ICD10CM,20,-0.2034698533359915,0.2034698533359915
ICD10CM:J02.0,ICD10CM,38,0.028336256791494395,0.20293193893801226
RXNORM:616830,RXNORM,13,0.19733874019808495,0.20273033794588768
RXNORM:835603,RXNORM,80,-0.061876192409545186,0.20255422398913653
SNOMED:241046008,SNOMED,509,-0.1595805655549187,0.20243932679249796
ICD10CM:S89.9,ICD10CM,4,-0.20239047333598137,0.20239047333598137
SNOMED:57617002,SNOMED,24,-0.20222845774454376,0.20222845774454376
RXNORM:1043400,RXNORM,36,0.18452710021908084,0.20194275785858432
ICD10CM:M24.7,ICD10CM,1,-0.20154297351837158,0.20154297351837158
SNOMED:65546002,SNOMED,29,0.04781955361751647,0.1995370254755534
SNOMED:456191000124101,SNOMED,165,-0.1305572353134101,0.19945907851850445
SNOMED:315639002,SNOMED,20,-0.19076397756580263,0.19859685490373521
SNOMED:700070005,SNOMED,3,-0.10841359694798787,0.19853251179059347
SNOMED:415070008,SNOMED,6,-0.1652385008831819,0.19818608462810516
ICD10CM:E88.810,ICD10CM,8,-0.19739532563835382,0.19739532563835382
SNOMED:112790001,SNOMED,2,0.19731172919273376,0.19731172919273376
SNOMED:169553002,SNOMED,62,0.17800554139689811,0.19705373057044082
SNOMED:1260009003,SNOMED,958,-0.024688365534074323,0.19562344640879337
ICD10CM:E88.81,ICD10CM,8,-0.1940064523369074,0.1940064523369074
ICD10CM:M26.79,ICD10CM,6,-0.017325494438409805,0.19344734524687132
ICD10CM:M10.99,ICD10CM,2,-0.19236395508050919,0.19236395508050919
SNOMED:1290407002,SNOMED,4,-0.19220153335481882,0.19220153335481882
ICD10CM:F19.1,ICD10CM,1,-0.19057762622833252,0.19057762622833252
SNOMED:55468007,SNOMED,40,-0.18036762191914021,0.19028046685270966
SNOMED:698314001,SNOMED,8,-0.12104247673414648,0.18793625221587718
SNOMED:1256042007,SNOMED,104,-0.09430948616220401,0.18758070583526903
ICD10CM:185349003,ICD10CM,57,-0.13496131067605396,0.18743804956606605
SNOMED:71493000,SNOMED,3,0.18717308342456818,0.18717308342456818
SNOMED:60218003,SNOMED,119,-0.18056212261929608,0.18710201103318513
SNOMED:68071007,SNOMED,487,0.02116636950183216,0.18705530863497177
ICD10CM:J45.909,ICD10CM,87,-0.15707676441826182,0.1866779624827035
ICD10CM:S46.099?,ICD10CM,4,-0.09978567436337471,0.1861693672835827
SNOMED:16830007,SNOMED,40,-0.11651740430388599,0.18600809092167764
RXNORM:749882,RXNORM,18,0.09691659319731924,0.1859903528044621
ICD10CM:S89.90X?,ICD10CM,4,-0.18575796857476234,0.18575796857476234
RXNORM:198039,RXNORM,1,-0.18548497557640076,0.18548497557640076
SNOMED:84100007,SNOMED,32,-0.16142963626771234,0.1843226068012882
ICD10CM:K10.0,ICD10CM,1,-0.1830756515264511,0.1830756515264511
ICD10CM:K64.8,ICD10CM,14,-0.18081501897956645,0.18272426005985057
SNOMED:415300000,SNOMED,37,-0.16283150671704397,0.18258580051966616
ICD10CM:453131000124105,ICD10CM,1,0.1820189505815506,0.1820189505815506
SNOMED:1263416007,SNOMED,43,-0.1683930117896823,0.1820018069688664
SNOMED:234687006,SNOMED,7,-0.17282088420220784,0.18197802879980632
SNOMED:314098000,SNOMED,119,0.17901979327327064,0.18162797103409006
ICD10CM:S83.419?,ICD10CM,3,-0.15758141006032625,0.1811139571170012
SNOMED:47758006,SNOMED,119,0.03480171166485598,0.17908039746978202
SNOMED:386394001,SNOMED,26,0.05993514654871363,0.17887961975513741
ICD10CM:T74.21X?,ICD10CM,14,0.04309740396482604,0.17792691077504838
ICD10CM:F19.20,ICD10CM,632,-0.10706995532013877,0.175081173008856
ICD10CM:B95.3,ICD10CM,38,-0.09582179382835564,0.17463211646597637
RXNORM:1860491,RXNORM,41,0.13065044564853717,0.17430670942157145
RXNORM:834061,RXNORM,11,0.11486242847009139,0.17222478443926031
SNOMED:434363004,SNOMED,4,-0.15073178615421057,0.17146498057991266
SNOMED:33367005,SNOMED,9,0.0848180412625273,0.17123202410423094
ICD10CM:M16.12,ICD10CM,1,-0.17099891602993011,0.17099891602993011
SNOMED:308283009,SNOMED,21,-0.17089247135888963,0.17089247135888963
RXNORM:106892,RXNORM,79,-0.0903492343517704,0.17047901429778226
SNOMED:252832004,SNOMED,40,-0.1663547667209059,0.17042752425186336
SNOMED:228557008,SNOMED,40,-0.15304863527417184,0.1703740380704403
ICD10CM:Z30.2,ICD10CM,20,-0.036593505553901194,0.17036702763289213
ICD10CM:U07.2,ICD10CM,1,-0.16988205909729004,0.16988205909729004
ICD10CM:F43.9,ICD10CM,80,-0.11354142667260021,0.16980330428341403
ICD10CM:T30.3,ICD10CM,2,0.03467191755771637,0.16923679411411285
ICD10CM:F98.8,ICD10CM,42,-0.16911356383934617,0.16911356383934617
