token,token_type,frequency,mean_ig,mean_abs_ig
ICD10CM:S83.419?,ICD10CM,1,-0.2172592282295227,0.2172592282295227
SNOMED:430193006,SNOMED,23,0.11322097626069318,0.21638154027902562
ICD10CM:J03.01,ICD10CM,1,-0.21301664412021637,0.21301664412021637
ICD10CM:Z65.5,ICD10CM,1,-0.21238304674625397,0.21238304674625397
RXNORM:1000126,RXNORM,3,0.2105618454515934,0.2105618454515934
SNOMED:428211000124100,SNOMED,18,-0.1147898568564819,0.21013981222899425
SNOMED:65200003,SNOMED,2,-0.2085171937942505,0.2085171937942505
SNOMED:169230002,SNOMED,3,-0.10392199208339055,0.2032599076628685
SNOMED:866148006,SNOMED,13,0.101857975196953,0.19726851303130388
RXNORM:896001,RXNORM,4,-0.002843538299202919,0.19498724676668644
SNOMED:31676001,SNOMED,2,-0.057555750012397766,0.19483615458011627
ICD10CM:Z60.8,ICD10CM,2,-0.19471633434295654,0.19471633434295654
SNOMED:103697008,SNOMED,23,0.15400658681502807,0.19276580542487942
ICD10CM:P29.2,ICD10CM,39,0.05352952188024154,0.191509670458543
ICD10CM:O03.6,ICD10CM,1,-0.1908838450908661,0.1908838450908661
ICD10CM:B34.9,ICD10CM,1,0.18795844912528992,0.18795844912528992
ICD10CM:Y07.9,ICD10CM,1,-0.1871325969696045,0.1871325969696045
SNOMED:47758006,SNOMED,2,0.033454857766628265,0.18566539138555527
RXNORM:245134,RXNORM,18,-0.16750188834137386,0.1774176268113984
SNOMED:268556000,SNOMED,1,0.1732082962989807,0.1732082962989807
SNOMED:710841007,SNOMED,25,0.014289776179939508,0.17194569731131196
ICD10CM:E88.8,ICD10CM,4,0.1709374077618122,0.1709374077618122
ICD10CM:706893006,ICD10CM,1,0.1694551706314087,0.1694551706314087
ICD10CM:J03.8,ICD10CM,1,-0.16870932281017303,0.16870932281017303
ICD10CM:O99.891,ICD10CM,1,0.1685093343257904,0.1685093343257904
ICD10CM:43878008,ICD10CM,1,-0.16686522960662842,0.16686522960662842
ICD10CM:314529007,ICD10CM,31,-0.11605223679854985,0.16580118338066724
SNOMED:104326007,SNOMED,2,0.0685977153480053,0.16545282676815987
RXNORM:1605257,RXNORM,2,0.16440221294760704,0.16440221294760704
SNOMED:225362009,SNOMED,22,0.1264142423698848,0.1606122562661767
SNOMED:252160004,SNOMED,3,0.03058931479851405,0.1603033964832624
ICD10CM:Z56.0,ICD10CM,1,0.15817439556121826,0.15817439556121826
SNOMED:243085009,SNOMED,22,0.027510149997066368,0.15600652696395462
SNOMED:61746007,SNOMED,1,0.1529591679573059,0.1529591679573059
ICD10CM:J32.9,ICD10CM,2,0.15178966522216797,0.15178966522216797
RXNORM:314076,RXNORM,59,0.0901130777310138,0.14963206764847292
ICD10CM:160903007,ICD10CM,3,-0.04721099386612574,0.14653732627630234
SNOMED:5880005,SNOMED,5,0.14576238244771958,0.14576238244771958
SNOMED:710824005,SNOMED,50,0.00246077049523592,0.1405129262432456
ICD10CM:O03.9,ICD10CM,2,0.13972533494234085,0.13972533494234085
SNOMED:60218003,SNOMED,2,-0.13081248942762613,0.13875541742891073
ICD10CM:O03.82,ICD10CM,1,0.13796314597129822,0.13796314597129822
ICD10CM:156073000,ICD10CM,1,0.13661304116249084,0.13661304116249084
RXNORM:807283,RXNORM,1,-0.13653896749019623,0.13653896749019623
ICD10CM:O00.102,ICD10CM,1,-0.1359729766845703,0.1359729766845703
ICD10CM:O03.7,ICD10CM,1,-0.1357109546661377,0.1357109546661377
ICD10CM:J01.9,ICD10CM,1,-0.13356558978557587,0.13356558978557587
ICD10CM:A54.0,ICD10CM,1,0.13298717141151428,0.13298717141151428
ICD10CM:T74.22X?,ICD10CM,1,0.1321614682674408,0.1321614682674408
SNOMED:281789004,SNOMED,1,0.13135406374931335,0.13135406374931335
SNOMED:715252007,SNOMED,7,-0.05908793636730739,0.1310052445956639
SNOMED:1256042007,SNOMED,2,-0.1309245724696666,0.1309245724696666
ICD10CM:B97.89,ICD10CM,1,-0.12932366132736206,0.12932366132736206
ICD10CM:389095005,ICD10CM,17,0.03302236602586858,0.1292769540758694
ICD10CM:Y07.03,ICD10CM,1,0.1279793083667755,0.1279793083667755
SNOMED:133899007,SNOMED,1,0.12698769569396973,0.12698769569396973
SNOMED:274788003,SNOMED,22,-0.11994653669270602,0.1262246962975372
SNOMED:117015009,SNOMED,1,-0.12619474530220032,0.12619474530220032
ICD10CM:M17.10,ICD10CM,1,-0.1256064921617508,0.1256064921617508
SNOMED:225158009,SNOMED,13,0.12056825367303994,0.12056825367303994
ICD10CM:72892002,ICD10CM,16,-0.10819804843049496,0.1204553380375728
RXNORM:310798,RXNORM,36,0.10293044424098399,0.12044488452374935
SNOMED:81733005,SNOMED,4,-0.11286321491934359,0.11956593370996416
ICD10CM:T74.31X?,ICD10CM,1,0.11874646693468094,0.11874646693468094
ICD10CM:J44.9,ICD10CM,1,-0.1177130863070488,0.1177130863070488
SNOMED:370789001,SNOMED,1,0.116254061460495,0.116254061460495
ICD10CM:J03.00,ICD10CM,1,-0.11610909551382065,0.11610909551382065
ICD10CM:25675004,ICD10CM,1,0.11490015685558319,0.11490015685558319
SNOMED:1260009003,SNOMED,22,0.06950886278751899,0.11435221628793939
SNOMED:68071007,SNOMED,12,-0.030684012919664383,0.11410761997103691
SNOMED:28163009,SNOMED,2,-0.06994204968214035,0.11294292658567429
ICD10CM:J20.9,ICD10CM,3,-0.1128043532371521,0.1128043532371521
SNOMED:3802001,SNOMED,4,-0.11165163107216358,0.11252436973154545
RXNORM:313782,RXNORM,5,-0.09734940826892853,0.10956824719905853
ICD10CM:384709000,ICD10CM,1,-0.10911756008863449,0.10911756008863449
ICD10CM:Z34.80,ICD10CM,16,-0.01871924221632071,0.10888435601373203
RXNORM:1535362,RXNORM,12,0.04517764563206583,0.10754490927016984
SNOMED:103750000,SNOMED,16,-0.0907014427066315,0.10356529281125404
ICD10CM:307426000,ICD10CM,1,0.10201773047447205,0.10201773047447205
ICD10CM:B96.89,ICD10CM,1,0.10164671391248703,0.10164671391248703
SNOMED:14736009,SNOMED,1,0.10098612308502197,0.10098612308502197
SNOMED:1260010008,SNOMED,22,-0.04843744829254733,0.09954517682887275
ICD10CM:J02.8,ICD10CM,1,0.0992279052734375,0.0992279052734375
ICD10CM:M17.9,ICD10CM,1,-0.09791740775108337,0.09791740775108337
ICD10CM:169762003,ICD10CM,1,-0.09760744869709015,0.09760744869709015
ICD10CM:741062008,ICD10CM,6,-0.036984360621621214,0.09683323294545214
SNOMED:310861008,SNOMED,2,0.07153787836432457,0.09555569663643837
SNOMED:713106006,SNOMED,9,-0.08361238908643524,0.09459734382107854
RXNORM:745752,RXNORM,4,0.0942860278300941,0.0942860278300941
SNOMED:315639002,SNOMED,1,0.09307253360748291,0.09307253360748291
RXNORM:861467,RXNORM,1,-0.09306778758764267,0.09306778758764267
SNOMED:104091002,SNOMED,3,0.08469562667111556,0.09295295737683773
SNOMED:63332003,SNOMED,1,0.09294940531253815,0.09294940531253815
ICD10CM:F19.20,ICD10CM,24,0.0871010049789523,0.09257895778864622
SNOMED:395123002,SNOMED,2,0.0898180902004242,0.0898180902004242
ICD10CM:Z34.00,ICD10CM,16,0.010761381272459403,0.0895282331330236
ICD10CM:N30.00,ICD10CM,1,-0.08869539201259613,0.08869539201259613
ICD10CM:T74.9,ICD10CM,1,0.08850288391113281,0.08850288391113281
ICD10CM:266948004,ICD10CM,1,0.08809055387973785,0.08809055387973785
ICD10CM:S83.4,ICD10CM,1,-0.08727574348449707,0.08727574348449707
ICD10CM:702927004,ICD10CM,2,-0.08408535271883011,0.08408535271883011
ICD10CM:T74.11X?,ICD10CM,1,0.0823337733745575,0.0823337733745575
SNOMED:118001005,SNOMED,1,0.08049608767032623,0.08049608767032623
SNOMED:274804006,SNOMED,13,0.07392692379653454,0.08030653272110683
SNOMED:1259293006,SNOMED,1,-0.079074427485466,0.079074427485466
SNOMED:91251008,SNOMED,3,0.07846652716398239,0.07846652716398239
SNOMED:84100007,SNOMED,1,0.07839110493659973,0.07839110493659973
ICD10CM:K05.10,ICD10CM,14,-0.056902214319312146,0.0779488121625036
SNOMED:311555007,SNOMED,1,0.0766824409365654,0.0766824409365654
ICD10CM:J03.80,ICD10CM,1,-0.07573007047176361,0.07573007047176361
ICD10CM:B95.3,ICD10CM,1,0.07476981729269028,0.07476981729269028
RXNORM:856987,RXNORM,17,-0.058870476177510095,0.07390621063463829
ICD10CM:O08.4,ICD10CM,1,-0.07380780577659607,0.07380780577659607
SNOMED:386216000,SNOMED,1,-0.07377603650093079,0.07377603650093079
ICD10CM:K08.1,ICD10CM,4,0.07312872586771846,0.07312872586771846
ICD10CM:O08.3,ICD10CM,1,0.0725584477186203,0.0725584477186203
ICD10CM:K05.1,ICD10CM,14,-0.06372504335428987,0.07228251280529159
SNOMED:117010004,SNOMED,2,0.07118201069533825,0.07118201069533825
ICD10CM:S89.8,ICD10CM,1,-0.07115967571735382,0.07115967571735382
RXNORM:245314,RXNORM,5,0.06990204155445098,0.06990204155445098
SNOMED:76601001,SNOMED,9,0.06979159131232235,0.06979159131232235
RXNORM:834102,RXNORM,1,0.06978248059749603,0.06978248059749603
SNOMED:409023009,SNOMED,7,0.06717495354158538,0.06717495354158538
ICD10CM:103697008,ICD10CM,9,0.0007807697272962994,0.066631270158622
ICD10CM:J01.90,ICD10CM,1,0.06510086357593536,0.06510086357593536
SNOMED:223470000,SNOMED,1,0.06449291110038757,0.06449291110038757
SNOMED:241046008,SNOMED,11,0.0349421484014866,0.06410108877091923
SNOMED:90226004,SNOMED,2,0.06155503913760185,0.06155503913760185
SNOMED:173291009,SNOMED,2,0.0485872165299952,0.06125435372814536
SNOMED:127783003,SNOMED,5,-0.003078221529722214,0.06050708070397377
SNOMED:23426006,SNOMED,1,-0.0595063753426075,0.0595063753426075
SNOMED:269828009,SNOMED,2,0.02339026890695095,0.05929800309240818
SNOMED:183856001,SNOMED,1,0.058892037719488144,0.058892037719488144
ICD10CM:O9A.219,ICD10CM,1,0.058242373168468475,0.058242373168468475
RXNORM:1049504,RXNORM,15,-0.04500725778440635,0.056386078521609304
SNOMED:165829005,SNOMED,2,0.05537017062306404,0.05537017062306404
RXNORM:105078,RXNORM,1,0.05495504289865494,0.05495504289865494
ICD10CM:F19.2,ICD10CM,24,0.05155681752754996,0.053091275544526674
SNOMED:271442007,SNOMED,2,0.05094277486205101,0.05094277486205101
ICD10CM:185349003,ICD10CM,3,-0.05008900413910548,0.05008900413910548
ICD10CM:N30.0,ICD10CM,1,0.049485884606838226,0.049485884606838226
ICD10CM:O03.8,ICD10CM,1,0.04748433083295822,0.04748433083295822
ICD10CM:K08.109,ICD10CM,4,0.027816622983664274,0.04707291489467025
SNOMED:386478007,SNOMED,1,0.0465279184281826,0.0465279184281826
ICD10CM:S89.90X?,ICD10CM,1,-0.04639653116464615,0.04639653116464615
SNOMED:104375008,SNOMED,2,0.04475107090547681,0.04516261024400592
ICD10CM:T74.91X?,ICD10CM,1,-0.044022753834724426,0.044022753834724426
ICD10CM:F43.9,ICD10CM,1,0.0438360869884491,0.0438360869884491
RXNORM:243670,RXNORM,1,0.043014124035835266,0.043014124035835266
ICD10CM:H66.9,ICD10CM,1,0.04295109212398529,0.04295109212398529
ICD10CM:T50.901?,ICD10CM,2,-0.004387924447655678,0.042814841493964195
SNOMED:34043003,SNOMED,23,0.03513583263544285,0.04186394071692358
RXNORM:106892,RXNORM,25,-0.020223126988857986,0.04181718247011304
SNOMED:1290407002,SNOMED,1,-0.041481927037239075,0.041481927037239075
ICD10CM:R73.03,ICD10CM,1,0.040941271930933,0.040941271930933
SNOMED:57617002,SNOMED,1,0.04090983793139458,0.04090983793139458
SNOMED:399014008,SNOMED,1,0.040893759578466415,0.040893759578466415
ICD10CM:Y07.04,ICD10CM,1,0.03824390470981598,0.03824390470981598
SNOMED:440546007,SNOMED,1,0.03766324743628502,0.03766324743628502
SNOMED:1269321004,SNOMED,1,-0.037355128675699234,0.037355128675699234
ICD10CM:714628002,ICD10CM,1,-0.03735214099287987,0.03735214099287987
RXNORM:896209,RXNORM,5,-0.008928473480045796,0.03543359413743019
SNOMED:308283009,SNOMED,1,-0.03539305925369263,0.03539305925369263
ICD10CM:79586000,ICD10CM,1,0.03483166545629501,0.03483166545629501
ICD10CM:O00.1,ICD10CM,1,-0.03368424251675606,0.03368424251675606
SNOMED:52052004,SNOMED,24,0.0017440896675301094,0.032861128430037446
ICD10CM:S89.9,ICD10CM,1,-0.032844290137290955,0.032844290137290955
ICD10CM:O00.109,ICD10CM,1,0.03266465291380882,0.03266465291380882
SNOMED:410401003,SNOMED,25,0.031658402644097805,0.031658402644097805
SNOMED:386053000,SNOMED,1,-0.030934445559978485,0.030934445559978485
ICD10CM:O31.8,ICD10CM,1,0.030079549178481102,0.030079549178481102
SNOMED:448337001,SNOMED,1,0.02788189798593521,0.02788189798593521
SNOMED:456191000124101,SNOMED,4,0.020542462181765586,0.02658608724595979
ICD10CM:A38.9,ICD10CM,1,-0.024296842515468597,0.024296842515468597
ICD10CM:50849002,ICD10CM,1,-0.023814097046852112,0.023814097046852112
SNOMED:269911007,SNOMED,1,0.023278575390577316,0.023278575390577316
SNOMED:699253003,SNOMED,1,0.023273495957255363,0.023273495957255363
SNOMED:288086009,SNOMED,1,0.023175597190856934,0.023175597190856934
RXNORM:835603,RXNORM,15,-0.012222548263768356,0.022848823480308054
ICD10CM:T14.8XX?,ICD10CM,1,0.021182138472795486,0.021182138472795486
RXNORM:849574,RXNORM,1,0.02019205316901207,0.02019205316901207
ICD10CM:R73.0,ICD10CM,1,0.01925356313586235,0.01925356313586235
SNOMED:225386006,SNOMED,1,0.01916596293449402,0.01916596293449402
ICD10CM:O00.119,ICD10CM,1,-0.018491525202989578,0.018491525202989578
ICD10CM:R45.7,ICD10CM,1,-0.017134804278612137,0.017134804278612137
ICD10CM:A54.01,ICD10CM,1,0.016701679676771164,0.016701679676771164
SNOMED:64544008,SNOMED,2,-0.012770887929946184,0.012770887929946184
ICD10CM:O03.5,ICD10CM,1,-0.012455634772777557,0.012455634772777557
SNOMED:275833003,SNOMED,2,0.01171101350337267,0.01171101350337267
ICD10CM:S81.0,ICD10CM,1,-0.01168336533010006,0.01168336533010006
SNOMED:234745004,SNOMED,1,0.011539851315319538,0.011539851315319538
SNOMED:84478008,SNOMED,3,-0.010646831865111986,0.010646831865111986
ICD10CM:H66.90,ICD10CM,1,-0.008706417866051197,0.008706417866051197
ICD10CM:Z63.8,ICD10CM,1,0.008198289200663567,0.008198289200663567
ICD10CM:S81.009?,ICD10CM,1,-0.007394859567284584,0.007394859567284584
ICD10CM:73595000,ICD10CM,1,0.004422931000590324,0.004422931000590324
ICD10CM:Z65.3,ICD10CM,1,0.003357376903295517,0.003357376903295517
ICD10CM:Z73.3,ICD10CM,1,-0.0014990423806011677,0.0014990423806011677
SNOMED:441550005,SNOMED,1,0.0006865700706839561,0.0006865700706839561
